,No.,Is retweet?,Tweet ID,Post Date,User Display Name,User ID,User Info,User Location,Tweet Content,Number of Quotes,Number of Replies,Number of Likes,Number of Retweets,Raw link 1,Solved link 1,Raw link 2,Solved link 2,Raw link 3,Solved link 3,Raw link 4,Solved link 4,Raw link 5,Solved link 5,proccessed_tweet
508,509,Yes,1281266014450331648,Thu Jul 09 16:36:37 +0000 2020,Sam Ghannoum,Sam2323_43433,"Civil Engineer, Best Doctors, Vumi, IHI BUPA, Open Insurance agent, Trump follower MAGA, Ccs/Miami, Christian, Single, No Dating and no Business.",Miami/Caracas,"I am still mind blown that people actually trust this and are willing to #vaccinate. 

Would you get a #vaccine for #covid19 ?

https://t.co/bDzAFlNhjI",0,0,0,0,,,,,,,,,,,i am still mind blown that people actually trust this and are willing to would you get a for ?
509,510,No,1281266017189019652,Thu Jul 09 16:36:37 +0000 2020,Hema Ramadas,HemaSulakshana,Night thinker. Proud Malaysian. Atheist. Child Protection Consultant. #childrights,,"Im not an #antivaxxer but I don't think we need another vaccine for another disease. Looking at countries that have managed #COVID19 #coronavirus amazingly well, do you think its necessary to come up with a #vaccine or can 2e survive this pandemic? Would love for some opinions",0,0,0,0,https://t.co/B52SUuR3Os,https://twitter.com/i/web/status/1281266017189019652,,,,,,,,,"im not an but i don't think we need another vaccines for another disease. looking at countries that have managed amazingly well, do you think its necessary to come up with a or can 2e survive this pandemic? would love for some opinions"
510,511,No,1281266022452879360,Thu Jul 09 16:36:39 +0000 2020,NDfan1988,NDfanLouHoltz,"A lisp is a sign of intelligence. Conference schedules are boring, live a little.",,@Crosby87GOAT @Dennis86577704 @azcentral Keeping healthy kids in their homes until there’s a vaccine is not a logical solution. Especially when the data shows the coronavirus is less of a threat than treatable illnesses. Kids aren’t being forced to play if they dont want to. Nobody is arguing for exposing kids purposely,0,0,0,0,https://t.co/yBEimytqcC,https://twitter.com/i/web/status/1281266022452879360,,,,,,,,,keeping healthy kids in their homes until theres a vaccines is not a logical solution. especially when the data shows the coronavirus is less of a threat than treatable illnesses. kids arent being forced to play if they dont want to. nobody is arguing for exposing kids purposely
511,512,Yes,1281266026659950595,Thu Jul 09 16:36:40 +0000 2020,Penny17,Penny17Q,"Proud Canadian. Love this country but hate how it is being destroyed. #QAnon #WWG1WGA Daughter, Mother, Wife, Sister & Grandmother. IFB all Patriots (CDA & USA)","Ontario, CA","And here’s the same graph for Canada as a whole. The pandemic is over. Its death toll, thank God, was no worse than flu season. Anyone who argues for mandatory masks or vaccines or continued lockdowns is just doing it for reasons of power and control. https://t.co/Eu8nJzoP7y https://t.co/iQv52pmQgQ",0,0,0,0,,,,,,,,,,,"and heres the same graph for canada as a whole. the pandemic is over. its death toll, thank god, was no worse than flu season. anyone who argues for mandatory masks or vaccines or continued lockdowns is just doing it for reasons of power and control."
512,513,Yes,1281266040488542211,Thu Jul 09 16:36:43 +0000 2020,Dudakov Lab,Dudakov_Lab,Immunology with a touch of regenerative medicine @fredhutch       🇦🇺 in 🇺🇸,"Seattle, WA","Interested in volunteering for a COVID-19 Prevention Clinical Study? Larry Corey @fredhutch @HutchIDScience   is leading a new clinical trials network, in collaboration with @NIAIDNews @EmoryRollins, to evaluate vaccines/antibodies to prevent COVID-19. https://t.co/BUiACK1YE6",0,0,0,0,,,,,,,,,,,"interested in volunteering for a covid-19 prevention clinical study? larry corey is leading a new clinical trials network, in collaboration with to evaluate vaccines to prevent covid-19."
513,514,Yes,1281266042564722688,Thu Jul 09 16:36:43 +0000 2020,Daniel Odoi #SocialChange,odoidaniel1,Past President @Rotaractclubucc| Humanitarian| StudentOptometrist| PublicHealth| #SDGs Trainer of multipliers @EmpoweredYouthF| #YL4SC Fellow @OFFICIALYESGH,"Global Citizen, Cape Coast,UCC","Rotary’s @JohnHewko &amp; vaccine scientist Dr. @PeterHotez believe no child should have to suffer from a vaccine-preventable disease like polio, but when a #COVID19 vaccine is discovered, will it be accepted? Read their thoughts in @CNNOpinion: https://t.co/r8c5x1rZmf",0,0,0,0,,,,,,,,,,,"rotarys &amp; vaccines scientist dr. believe no child should have to suffer from a vaccines disease like polio, but when a vaccines is discovered, will it be accepted? read their thoughts in"
514,515,No,1281266049778806785,Thu Jul 09 16:36:45 +0000 2020,Karalyn Ramon,kssramon,"Wife, mother, science teacher, traveler, diver and cinemaphile. Sapere aude. All views my own.",,Another snapshot of the important work of @thecaresociety during COVID-19. Please support their work if you can by making a donation at ➡️https://t.co/faRTkoogd7. Go to their website➡️https://t.co/scPDNKeIp7 to learn more. ❤️🏴󠁧󠁢󠁷󠁬󠁳󠁿#Ceredigion #Gofal #Care #Digartrefedd #Homelessness,0,0,0,0,https://t.co/zw2uU1PfpB,https://twitter.com/i/web/status/1281266049778806785,https://t.co/faRTkoogd7,http://bit.ly/3iSE2wL,https://t.co/scPDNKeIp7,http://caresociety.org.uk,,,,,another snapshot of the impoant work of during covid-19. please suppo their work if you can by making a donation at . go to their website to learn more.
515,516,Yes,1281266059304206336,Thu Jul 09 16:36:47 +0000 2020,June Marks Attorneys,juneattorneys,"June Stacey Marks Attorneys is an eagle flying above the storm and calmly guiding your company to safety in a turbulent business environment,","Sandton, South Africa","Africa could have a COVID-19 vaccine in the first quarter of 2021 if human trials underway in South Africa succeed, a university professor heading the trials said on Thursday.  @promit07  reports.   https://t.co/MoNMSeZAVD",0,0,0,0,,,,,,,,,,,"africa could have a covid-19 vaccines in the first quaer of 2021 if human trials underway in south africa succeed, a university professor heading the trials said on thursday. repos."
516,517,Yes,1281266064303837187,Thu Jul 09 16:36:49 +0000 2020,bozz larsson,bozzlarsson,Danish guy watching the world go bananas.,,Are you going to take the vaccine for Covid-19 once it's ready?,0,0,0,0,,,,,,,,,,,are you going to take the vaccines for covid-19 once it's ready?
517,518,No,1281266071232811017,Thu Jul 09 16:36:50 +0000 2020,Kaeli AKA JoJo the Tenno🇨🇦,jojoten0,"QA /tech support; writer; mother of a son and cats, ex Cdn Forces; genX; gamer, Armenian","Toronto, Ontario",@TaraValley @CMA_Docs Maybe when there is a vaccine ? If you can tell me what a cure is for #COVID I’m waiting for it,0,0,0,0,,,,,,,,,,,maybe when there is a vaccines ? if you can tell me what a cure is for im waiting for it
518,519,No,1281266104262963200,Thu Jul 09 16:36:58 +0000 2020,carmen,carmenmenendez_,🌿🌻🍃🌼🌱,,If there was a vaccine for Covid-19: Would or would you not get vaccinated? Trying to see something...,0,0,0,0,,,,,,,,,,,if there was a vaccines for covid-19: would or would you not get vaccines trying to see something...
519,520,No,1281266122147467264,Thu Jul 09 16:37:02 +0000 2020,IAM Platform,IAM__Network,Curation | Tools | Tips | Services $$$ IAM Platform powers IAM Network: $$$ GO: http://bit.ly/2Ywsbg8 $$$ Blog | Social | Podcast | Code Trove,Worldwide,"Coronavirus live updates: Novavax gets a boost in the vaccine race; Brazil’s Bolsonaro tested after feeling unwell 

READ MORE: https://t.co/IW9VhXN3wL

#BillGates #cdc #GatesFoundation #GAVI #SDG #UN #Vaccination #Vaccine~ https://t.co/iVP0vECcQM",0,0,0,0,https://t.co/Svj9dw35I9,https://twitter.com/i/web/status/1281266122147467264,https://t.co/IW9VhXN3wL,https://blog.iammarketingmedia.com/coronavirus-live-updates-novavax-gets-a-boost-in-the-vaccine-race-brazils-bolsonaro-tested-after-feeling-unwell/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter,,,,,,,coronavirus live updates: novavax gets a boost in the vaccines race; brazils bolsonaro tested after feeling unwell read more:
520,521,Yes,1281266126106906625,Thu Jul 09 16:37:03 +0000 2020,🐉Sinedu Teferi💫,sinedu_teferi,🪐Service to others is the rent you pay for your room here on 🌍 .,"Dallas, TX",the US thinking about banning tiktok when they haven’t even made a covid 19 vaccine is beyond me,0,0,0,0,,,,,,,,,,,the us thinking about banning tiktok when they havent even made a covid 19 vaccines is beyond me
521,522,Yes,1281266129844031488,Thu Jul 09 16:37:04 +0000 2020,Martyn Day MP,MartynDaySNP,Martyn Day is the SNP MP for Linlithgow and East Falkirk constituency. Tweets from Martyn and team. Enquiries via 01506 243959 or mail@martynday.scot,Linlithgow and East Falkirk,UK could be locked out of EU coronavirus vaccine scheme after refusing to pay https://t.co/VKz8ytISyR,0,0,0,0,https://t.co/VKz8ytISyR,https://www.independent.co.uk/news/uk/politics/eu-coronavirus-vaccine-uk-brexit-covid-19-a9608856.html,,,,,,,,,uk could be locked out of eu coronavirus vaccines scheme after refusing to pay
522,523,Yes,1281266144872194048,Thu Jul 09 16:37:08 +0000 2020,shifting into imagining utopia mode,diasphoriaa,"🌈| pro melanin | themme fatale | acab | davidson ‘22 | ""a bundle of cells and stories trying to find meaning in the apocalypse"" - @alokvmenon",pronounced sahn•zer•ee,"It‘d be great to give early access to a proven effective vaccine to vulnerable BIPOC populations differentially impacted by #COVID__19. But given warp speed of vax development they’re pushing, is no one worried this may turn these BIPOC into test subjects? https://t.co/R2kQIeI91R",0,0,0,0,,,,,,,,,,,"itd be great to give early access to a proven effective vaccines to vulnerable bipoc populations differentially impacted by but given warp speed of vax development theyre pushing, is no one worried this may turn these bipoc into test subjects?"
523,524,Yes,1281266152086396928,Thu Jul 09 16:37:10 +0000 2020,Iris Cruz,IrisCruzP1,"Lover of books, music and nature. Oh, and cats too!!","South Florida, USA","I remember years ago hearing about anti-vaxxers &amp; thinking “Who are these people?  What a bunch of weirdos!”  Now I belong, still [sigh], to a party where 40% of its members will refuse to take a Covid vaccine...",0,0,0,0,,,,,,,,,,,"i remember years ago hearing about anti-vaxxers &amp; thinking who are these people? what a bunch of weirdos! now i belong, still [sigh], to a pay where 40% of its members will refuse to take a covid vaccines"
524,525,Yes,1281266169287229443,Thu Jul 09 16:37:14 +0000 2020,Vaxxed Canada,vaxxedcanada,Check out Vaxxed 2 at http://www.vaxxed2.com  The People’s Truth is about Freedom and we are done with Government Tyranny,,Thank you @vaxxedcanada for doing this 💕 proud go support you and all you do for us Candians 🙌,0,0,0,0,,,,,,,,,,,thank you for doing this proud go suppo you and all you do for us candians
525,526,Yes,1281266184726298624,Thu Jul 09 16:37:17 +0000 2020,Dennis Katinas,DennisKatinas,Equity trader,,"Serious neurological conditions are occurring in some people with #COVID19, even in those with apparently mild symptoms. The case vignettes in this study make grim reading. Some will never recover.

➡️ https://t.co/Krv2iqZXoC

Herd immunity (without a vaccine) is unconscionable.",0,0,0,0,,,,,,,,,,,serious neurological conditions are occurring in some people with even in those with apparently mild symptoms. the case vignettes in this study make grim reading. some will never recover. herd immunity (without a vaccines is unconscionable.
526,527,Yes,1281266192544681984,Thu Jul 09 16:37:19 +0000 2020,Atmanirbhar Bharat,AtmanirbharBha3,Global critique,,Vaccines made in India are responsible for 2/3rd of the vaccine needs of the world's children. Today also our companies are active in international efforts for development and production of #COVID19 vaccine: Prime Minister Narendra Modi at India Global Week 2020 https://t.co/99CMT7Z4KI,0,0,0,0,,,,,,,,,,,vaccines made in india are responsible for 2/3rd of the vaccines needs of the world's children. today also our companies are active in international effos for development and production of vaccines prime minister narendra modi at india global week 2020
527,528,Yes,1281266194553724933,Thu Jul 09 16:37:20 +0000 2020,Deeeeeeerrrronnnnnnn,De_Ron_,Opinions = Mine DJexcetera@gmail.com,Uptown Baby!!!,"Kanye West reveals 2020 election strategy:
• Has dumped Trump
• Will run as part of “Birthday Party” because when he wins, it’ll be your birthday 
• Reveals he’s never voted before
• Reveals he had coronavirus in February, is anti-vaccine
• Will run White House like Wakanda https://t.co/o1ZUiU4pqa",0,0,0,0,,,,,,,,,,,"kanye west reveals 2020 election strategy: has dumped trump will run as pa of bihday pay because when he wins, itll be your bihday reveals hes never voted before reveals he had coronavirus in february, is vaccines will run white house like wakanda"
528,529,Yes,1281266206876536832,Thu Jul 09 16:37:23 +0000 2020,Lynn,LynnMabe1,Life's a Bitch if it were easy it would be a Slut,,"Indian doctors blame #BillGates campaign for a devastating non-polio acute flaccid paralysis epidemic that paralyzed 490,000 children. In 2017 India dialed back Gates’ vaccine regimen and asked Gates and his vaccine policies to leave India.
https://t.co/gfrMXhvTKT",0,0,0,0,,,,,,,,,,,"indian doctors blame campaign for a devastating non-polio acute flaccid paralysis epidemic that paralyzed 490,000 children. in 2017 india dialed back gates vaccines regimen and asked gates and his vaccines policies to leave india."
